"08ab1733-461b-4a4a-8970-02063cce778c","1","WUNG","Spring 2023"
"08b14900-792f-4055-bcc4-d7ba31cb18a6","4","PSYC","Spring 2019"
"08b306a1-b0c7-44fc-b0f2-4f1c07074cf2","2","CSCI","Spring 2021"
"08b4b834-8f73-48dd-8127-33f92f863c52","4","UNDC","Spring 2023"
"08baf4e2-95c7-4cd8-bea5-7ef00fbc9d57","4","LALS","Spring 2020"
"08baf4e2-95c7-4cd8-bea5-7ef00fbc9d57","4","PSYC","Spring 2020"
"08c4655c-4ea2-4113-925e-537e6e5bb512","2","CSCI","Spring 2022"
"08ccadaf-ee70-46cd-8c47-54f9f7ed9176","4","UNDC","Spring 2022"
"08cd78ce-fa8b-4b67-8444-cc0a7dfab1c9","4","UNDC","Spring 2022"
"08d4c9cf-45a4-4e91-80d5-eb646da60b4d","4","UNDC","Spring 2022"
"08d97b50-ce36-492c-8f20-9a5676ad8cd7","2","BE","Spring 2022"
"08e03619-af5b-4a05-9643-2a033013f8f7","4","UNDC","Spring 2022"
"08e1d0cd-fae5-4111-a711-3491180ec2bf","4","UNDC","Spring 2023"
"08e77203-2947-4f2c-b181-4be6560ddec7","4","UNDC","Spring 2022"
"08f66cf5-dce4-417a-9b78-3ac90a4b5b9f","6","NURS","Spring 2022"
"08f6f842-f9ae-41a0-b728-0436faa333d8","1","WUNG","Spring 2021"
"0904b475-9254-43bc-9e27-735dee1cc631","4","UNDC","Spring 2023"
"0908d57f-436a-4df3-983d-c9645037615f","4","UNDC","Spring 2023"
"09250fcf-303e-40cd-94d9-459e0335c68b","1","INSP","Spring 2023"
"09250fcf-303e-40cd-94d9-459e0335c68b","4","INSP","Spring 2023"
"092e31a4-22d6-4387-bd85-590f13cc1932","4","UNDC","Spring 2023"
"093d287f-0a2a-419a-b0e8-73de38f25544","1","WUNG","Spring 2020"
"09555d34-1635-48dd-ab9b-e36f362996e6","2","CSCI","Spring 2023"
"095d05c5-18f9-441d-847d-7120fe5a91db","1","WUNG","Spring 2022"
"095fa625-eaf7-4de9-b4f4-018b471ee855","1","WUNG","Spring 2022"
"0969583b-2a62-4cd9-b2c1-c07468172a9f","4","UNDC","Spring 2023"
"0995bb2c-ab31-43b4-899c-57655f37d114","16","CPLT","Spring 2021"
"099d004c-d1be-4e02-a379-8d0b9f83b778","1","BUAN","Spring 2020"
"099d004c-d1be-4e02-a379-8d0b9f83b778","1","FNCE","Spring 2020"
"099d004c-d1be-4e02-a379-8d0b9f83b778","1","MGMT","Spring 2020"
"09cc7cb5-5ceb-41f8-8168-6c9a13b16b0e","1","WUNG","Spring 2023"
"09e35d3f-a746-4621-b190-3dea8decf911","4","UNDC","Spring 2023"
"09eaa52f-76d2-4236-acc5-ae206653acdc","4","UNDC","Spring 2022"
"09f7e4d2-faca-44a7-9a1e-83d09e9c49aa","4","UNDC","Spring 2022"
"0a1c49d2-377f-4613-b085-0a25837293fe","13","BUAN","Spring 2020"
"0a35f72c-5d74-43e3-8b6c-4c025d64b7c6","2","CSCI","Spring 2022"
"0a533dca-9f94-4c84-83ba-c6a2c1116a5d","4","UNDC","Spring 2023"
"0a6efd4f-bf88-4d4d-bf8f-a38a0555b7b4","1","WUNG","Spring 2023"
"0a853666-e32d-4eb2-bb74-7fa526576cad","1","FNCE","Spring 2020"
"0a8c3c18-fc17-4b90-a8b2-510992b918a5","4","UNDC","Spring 2023"
"0a905359-57a5-4498-9ab4-b6af9f444235","9","CIS","Spring 2020"
"0a90f9e0-e689-4b44-a486-95cbb6d51824","4","UNDC","Spring 2023"
"0a9b31be-9c9b-4f5f-9e58-08a6c0e0be7a","4","UNDC","Spring 2023"
"0aad7993-15a0-40f7-a99a-eb77209e029b","4","UNDC","Spring 2022"
"0ac0b8e0-5d46-4083-b5cb-ba309167dc74","4","UNDC","Spring 2023"
"0ac42cb9-aaa3-4ce7-a32b-42d26bb340dc","4","UNDC","Spring 2023"
"0aca5ef4-a87e-40ec-a92e-64a9644cade3","4","UNDC","Spring 2022"
"0ad99446-25cc-4f1f-9001-b94de394ad3d","4","UNDC","Spring 2023"
"0ae021e2-0565-4e2b-85d0-7e19babd3e53","4","UNDC","Spring 2023"
"0ae111a3-6139-440e-95dc-f9b1bd7feb1e","4","BIOL","Spring 2021"
"0ae64954-03fc-465e-bc3c-97cadc31f55d","4","UNDC","Spring 2022"
"0ae98f2a-5bc1-45eb-943b-61015cde9901","1","WUNG","Spring 2022"
"0aeec397-5127-4117-9ce0-99a19924ac9f","4","UNDC","Spring 2023"
"0afff168-e497-4343-a8d7-bf5a9a53388e","4","UNDC","Spring 2023"
"0b1fcb27-0f8f-477d-8f64-c41f7a3542d6","1","BUAN","Spring 2021"
"0b1fcb27-0f8f-477d-8f64-c41f7a3542d6","1","MKTG","Spring 2021"
"0b1fcb27-0f8f-477d-8f64-c41f7a3542d6","4","PSYC","Spring 2021"
"0b2cd2ad-a7f9-4a60-8244-7f4fa612fcfa","17","PUBH","Spring 2021"
"0b398b82-dcf9-4007-a706-7c0ed3e1aa43","1","WUNG","Spring 2023"
"0b398b82-dcf9-4007-a706-7c0ed3e1aa43","2","CD","Spring 2023"
"0b4a1bde-5194-4eca-8dce-44dac7b77a93","1","WUNG","Spring 2023"
"0b598eb6-3abe-4adf-82f9-215e9cda57ce","1","WUNG","Spring 2021"
"0b5dc6a2-82bf-462b-b71e-0f1e006dddf3","1","WUNG","Spring 2023"
"0b5df93f-cab8-4ab5-b11a-ac3074bb888a","1","WUNG","Spring 2023"
"0b6b1ad0-e5f9-41c8-a2dc-bc1e605f732d","4","UNDC","Spring 2023"
"0b749f93-024e-40f2-91f1-ff5fdc4445cb","4","UNDC","Spring 2023"
"0b7ea0a7-c837-4002-b269-6c87e3397f7b","1","WUNG","Spring 2023"
"0b7ff6a2-053f-4e09-b625-8b2b77420a4f","4","UNDC","Spring 2022"
"0b8a59d2-d1ab-45c6-a64f-613e2da15867","9","BE","Spring 2021"
"0b923eca-135a-4c0c-9948-b877c8ae8e7c","6","NURS","Spring 2023"
"0b9c24a9-1635-40b4-92c2-75f6a283bb35","1","WUNG","Spring 2021"
